None1,Number,None2,Name,Accepted,Submission
1,2479,-1,"Kingdoms",8,195
0,2480,-1,"Steal the Treasure",298,955
1,2481,-1,"Toy",555,1087
0,2482,-1,"Transit search",374,1007
1,2483,-1,"Counting square",638,1202
0,2484,-1,"Build the Tower",47,189
1,2485,-1,"Destroying the bus stations",1374,4026
0,2486,-1,"A simple stone game",672,1195
1,2487,-1,"Ugly Windows",796,1943
0,2488,-1,"Tornado",82,444
1,2489,-1," Minimal Ratio Tree",1994,6051
0,2490,-1,"Parade",602,1347
1,2491,-1,"Priest John's Busiest Day",660,2125
0,2492,-1,"Ping pong",2654,7245
1,2493,-1,"Timer",185,593
0,2494,-1,"Elevator",81,531
1,2495,-1,"MC part deux",29,92
0,2496,-1,"Moveable maze",7,88
1,2497,-1,"Pick up sticks",116,419
0,2498,-1,"Digits",170,419
1,2499,-1,"Rotate to root",77,227
1,2501,-1,"Tiling_easy version",9835,12975
0,2502,-1,"月之数",9469,16245
1,2503,-1,"a/b + c/d",12883,25133
0,2504,-1,"又见GCD",15734,37924
1,2509,-1,"Be the Winner",3162,5693
0,2510,-1,"符号三角形",1703,3735
1,2511,-1,"汉诺塔 X",1043,1735
0,2512,-1,"一卡通大冒险",2483,3661
1,2513,-1,"Cake slicing",322,620
0,2514,-1,"Another Eight Puzzle",800,1271
1,2515,-1,"Yanghee 的算术",967,1355
0,2516,-1,"取石子游戏",7623,12489
1,2517,-1,"棋盘分割",384,762
0,2518,-1,"Dominoes",129,262
1,2519,-1,"新生晚会",7634,23010
0,2520,-1,"我是菜鸟，我怕谁",10340,18824
1,2521,-1,"反素数",5874,9946
0,2522,-1,"A simple problem",2673,8098
1,2523,-1,"SORT AGAIN",2934,9218
0,2524,-1,"矩形A + B",8734,11659
1,2525,-1,"Clone Wars",243,873
0,2526,-1,"浪漫手机",796,1803
1,2527,-1,"Safe Or Unsafe",2592,6621
0,2528,-1,"Area",246,723
1,2529,-1,"Shot",1170,1953
0,2530,-1,"Bitland",15,127
1,2531,-1,"Catch him",586,1324
0,2532,-1,"Engine",254,1236
1,2533,-1,"Mine",35,481
0,2534,-1,"Score",710,1542
1,2535,-1,"Vote",4671,9263
0,2536,-1,"Winner and loser",3,132
1,2537,-1,"8球胜负",4923,8674
0,2538,-1,"确定排名",36,343
1,2539,-1,"点球大战",1722,4367
0,2540,-1,"遮挡判断",510,1472
1,2541,-1,"棒球防守",12,179
0,2542,-1,"补兵",188,706
1,2543,-1,"飞镖",14,270
0,2544,-1,"最短路",57846,133574
1,2545,-1,"树上战争",1076,1978
0,2546,-1,"饭卡",22525,65770
1,2547,-1,"无剑无我",5771,9740
0,2548,-1,"两军交锋",8180,14201
1,2549,-1,"壮志难酬",6478,20605
0,2550,-1,"百步穿杨",6731,19105
1,2551,-1,"竹青遍野",6502,12383
0,2552,-1,"三足鼎立",3667,6314
1,2553,-1,"N皇后问题",26817,65730
0,2554,-1,"N对数的排列问题",2023,2811
1,2555,-1,"人人都能参加第30届校田径运动会了",1854,5448
0,2556,-1,"Simple Desk Calculator",58,221
1,2557,-1,"Jumping the Queue ",46,361
0,2558,-1,"Cutting trees",0,216
1,2559,-1,"Garbage collecting station",17,266
0,2560,-1,"Buildings",4270,5159
1,2561,-1,"第二小整数",10759,18369
0,2562,-1,"奇偶位互换",9731,13662
1,2563,-1,"统计问题",7605,13015
0,2564,-1,"词组缩写",6703,21879
1,2565,-1,"放大的X",6386,19803
0,2566,-1,"统计硬币",7928,11905
1,2567,-1,"寻梦",9863,13594
0,2568,-1,"前进",9096,12348
1,2569,-1,"彼岸",4099,6960
0,2570,-1,"迷瘴",7124,21762
1,2571,-1,"命运",10295,29432
0,2572,-1,"终曲",1017,3071
1,2573,-1,"Typing",886,1527
0,2574,-1,"Hdu Girls' Day",697,2241
1,2575,-1,"Count Problem",589,1001
0,2576,-1,"Another Sum Problem",680,2339
1,2577,-1,"How to Type",4232,9877
0,2578,-1,"Dating with girls(1)",2534,8048
1,2579,-1,"Dating with girls(2)",2055,6097
0,2580,-1,"a simple stone game",315,428
1,2581,-1,"Bomb the Bridge",66,303
0,2582,-1,"f(n)",741,1239
1,2583,-1,"permutation",219,382
0,2584,-1,"Unversity Rankings",97,277
1,2585,-1,"Hotel",468,917
0,2586,-1,"How far away ？",16157,39433
1,2587,-1,"很O_O的汉诺塔",215,1022
0,2588,-1,"GCD",3071,5639
1,2589,-1,"正方形划分",330,617
0,2590,-1,"Building roads",36,228
1,2591,-1,"Distance",7,160
0,2592,-1,"Candidate superkey",1,178
1,2593,-1,"Pirates’ Code",115,271
0,2594,-1,"Simpsons’ Hidden Talents",9187,26700
1,2595,-1,"Crowded Forest Wildlife",4,133
0,2596,-1,"Collecting Forest Wildlife",8,130
1,2597,-1,"Sorted Trail Map",113,459
0,2598,-1,"Manipulating the Power Square",127,307
1,2599,-1,"The Dreadful Seven",214,535
1,2601,-1,"An easy problem",3048,11892
0,2602,-1,"Bone Collector",53420,134574
1,2603,-1,"Wiskey's Power",529,1085
0,2604,-1,"Queuing",4235,9678
1,2605,-1,"Snake",50,394
0,2606,-1,"Renovation Problem",297,831
1,2607,-1,"Let the Balloon Rise II",149,459
0,2608,-1,"0 or 1",1348,4630
1,2609,-1,"How many",3083,6690
0,2610,-1,"Sequence one",478,1202
1,2611,-1,"Sequence two",357,960
0,2612,-1,"Find a way",13782,43513
1,2613,-1," Hero",7,451
0,2614,-1,"Beat",1572,2750
1,2615,-1,"Division",98,323
0,2616,-1,"Kill the monster",1517,2283
1,2617,-1,"Happy 2009",1281,3848
0,2618,-1,"If You are my legend",36,155
1,2619,-1,"Love you Ten thousand years",139,270
0,2620,-1,"Ice Rain",303,736
1,2621,-1,"Cry，men，not crime",179,1086
0,2622,-1,"Everyone is No.1",36,128
1,2623,-1,"Tears of lonely star",11,122
0,2624,-1,"Thanks for your love",8,152
1,2625,-1,"Say love to you once again",56,1105
0,2626,-1,"Samuel's Schedule",405,1018
1,2627,-1,"Life",476,767
0,2628,-1,"Samuel's Hope",337,953
1,2629,-1,"Identity Card",5360,14880
0,2630,-1,"Watch Channel[V]",351,671
1,2631,-1,"Lead A Healthy Life",227,418
0,2632,-1,"Samuel's NOKIA N73",313,564
1,2633,-1,"Getting Driving License",86,407
0,2634,-1,"Doing Physics Experiment",595,1155
1,2635,-1,"Linux Kernel Version",150,453
0,2636,-1,"Installing Software",214,478
1,2637,-1,"Easy Derivative ",463,848
0,2638,-1,"Greed is good",63,149
1,2639,-1,"Bone Collector II",4383,8245
0,2640,-1,"Toy bricks",219,571
1,2641,-1,"Level up",13,207
0,2642,-1,"Stars",1315,3251
1,2643,-1,"Rank",678,1272
0,2644,-1,"Escape",4,127
1,2645,-1,"find the nearest station ",329,580
0,2646,-1,"Expression",80,354
1,2647,-1,"  Reward",6470,20149
0,2648,-1,"Shopping",4036,11179
1,2649,-1," A symmetrical sequence",18,149
0,2650,-1,"A math problem",169,361
1,2651,-1,"Spring festival couplets",181,345
0,2652,-1,"Warching TV",242,616
1,2653,-1,"Waiting ten thousand years for Love",429,1310
0,2654,-1,"Become A Hero",189,502
1,2655,-1,"Counting Triangles",16,412
0,2656,-1,"Counting Game",104,295
1,2657,-1,"Word Game",15,149
0,2658,-1,"Firebirds' Logic Nation",5,85
1,2659,-1,"Cheat",20,203
0,2660,-1,"Accepted Necklace",2257,5725
1,2661,-1,"BrokenLED",230,569
0,2662,-1,"Coin",725,1386
1,2663,-1,"Tetrahedroid",31,157
0,2664,-1,"Harry Potter and His Magic Scroll",4,128
1,2665,-1,"Kth number",7627,25377
0,2666,-1,"Language",6,155
1,2667,-1,"SpaceStation",8,123
0,2668,-1,"Daydream",745,2555
1,2669,-1,"Romantic",6625,15337
0,2670,-1,"Girl Love Value",676,1182
1,2671,-1,"Can't be easier",535,1199
0,2672,-1,"god is a girl",827,1783
1,2673,-1,"shǎ崽 OrOrOrOrz",5109,11312
0,2674,-1,"N！Again",4129,8055
1,2675,-1,"Equation Again",944,2938
0,2676,-1,"Circle",2,259
1,2677,-1,"Dota all stars",417,1404
0,2678,-1,"TimeLimit",106,449
1,2679,-1,"Bloxorz",107,466
0,2680,-1,"Choose the best route",8620,26863
1,2681,-1,"MM Programming Club",175,636
0,2682,-1,"Tree",1407,4740
1,2683,-1,"TCE-frep number system",130,523
0,2684,-1,"Astar",15,148
1,2685,-1,"I won't tell you this is about number theory",549,1582
0,2686,-1,"Matrix",1589,2947
1,2687,-1,"Matrix Rotation",275,743
0,2688,-1,"Rotate",1011,5686
1,2689,-1,"Sort it",5390,8479
0,2690,-1,"Boys and girls",380,1291
1,2691,-1,"2-Dimensional Rubik's Cube",140,567
0,2692,-1,"Ball ",2,161
1,2693,-1,"3D Camera ",14,285
0,2694,-1,"Cipher ",30,143
1,2695,-1,"Molecular Weight Calculator ",21,184
0,2696,-1,"Battle of Submarines",22,153
1,2697,-1,"WOJ",136,307
0,2698,-1,"URL",203,647
1,2699,-1,"Five in a Row",219,482
1,2701,-1,"Lampyridae Teleportae",217,417
0,2702,-1,"Hex Tile Equations",68,187
1,2703,-1,"The Bridges of San Mochti",96,255
0,2704,-1,"Bulletin Board",100,234
1,2705,-1,"Serial Numbers",34,251
0,2706,-1,"Line & Circle Maze",11,168
1,2707,-1,"Steganography",316,893
0,2708,-1,"Vertical Histogram",1758,7131
1,2709,-1,"Sumsets",1956,5115
0,2710,-1,"Max Factor",5650,18373
1,2711,-1,"Lost Cows",671,1467
0,2712,-1,"The Cow Lineup",136,325
1,2713,-1,"Jumping Cows",510,1495
0,2714,-1,"ISBN",629,1979
1,2715,-1,"Herd Sums",553,1065
0,2716,-1,"Message Decowding",859,2003
1,2717,-1,"Catch That Cow",9750,36303
0,2718,-1,"Typesetting",16,206
1,2719,-1,"The Seven Percent Solution",2541,3528
0,2721,-1,"Persistent Bits",289,567
1,2722,-1,"Here We Go(relians) Again",1014,2066
0,2723,-1,"Electronic Document Security",196,358
1,2724,-1,"Guard",6,189
0,2725,-1,"Rock Skipping",114,281
1,2726,-1,"Overflowing Bookshelf",102,253
0,2727,-1,"Connect",55,210
1,2728,-1,"Copier Reduction",286,584
0,2729,-1,"Time to Graduate",54,155
1,2730,-1,"Painter",123,271
0,2731,-1,"Consecutive Digits",108,186
1,2732,-1,"Leapin' Lizards",2232,5599
0,2733,-1,"Netiquette",111,332
1,2734,-1,"Quicksum",6830,10345
0,2735,-1,"Linear Pachinko",99,234
1,2736,-1,"Surprising Strings",412,596
0,2737,-1,"Falling Ice",10,101
1,2738,-1,"Frugal Search",49,157
0,2739,-1,"Go Go Gorelians",75,183
1,2740,-1,"Root of the Problem",735,1316
0,2751,-1,"Cranes",76,383
1,2752,-1,"WiFi",189,567
0,2753,-1,"Exact Change",246,733
1,2754,-1,"Dominos 2",109,369
0,2755,-1,"Logo 2",68,290
1,2756,-1,"Unique Snowflakes",266,763
0,2757,-1,"Ocean Currents",726,2021
1,2758,-1,"Colliding Traffic",17,187
0,2759,-1,"Zerg Rush!!!",9,151
1,2760,-1,"Scrolling Sign",85,207
0,2761,-1,"Extended Normal Order Sort",31,243
1,2762,-1,"Area of Polycubes",111,253
0,2763,-1,"The Two Note Rag",52,179
1,2764,-1,"Joe’s Triangular Gardens",14,86
0,2765,-1,"Recursively Palindromic Partitions",163,297
1,2766,-1,"Equilibrium Mobile",235,893
0,2767,-1,"Proving Equivalences",4006,11893
1,2768,-1,"Cat vs. Dog",1270,3258
0,2769,-1,"Disgruntled Judge",271,551
1,2770,-1,"Easy Climb",183,481
0,2771,-1,"Sculpture",116,375
1,2772,-1,"Matchsticks",383,972
0,2773,-1,"White Water Rafting",223,474
1,2774,-1,"Shuffle",148,456
0,2775,-1,"Videopoker",66,217
1,2776,-1,"Bordering on Madness",4,71
0,2777,-1,"Jack of All Trades",17,263
1,2778,-1,"LCR",718,2708
0,2779,-1,"Party Party Party",276,757
1,2780,-1,"Su-Su-Sudoku",405,928
0,2781,-1,"Tanks a Lot",51,274
1,2782,-1,"The Worm Turns",545,1422
0,2783,-1,"You’ll be Working on the Railroad",90,339
1,2784,-1,"Alea iacta est",7,74
0,2785,-1,"On-Line Banking",107,453
1,2786,-1,"International Collegiate Programming Contest",15,144
0,2787,-1,"Careful Declaration",15,235
1,2788,-1,"Stock Exchange",121,375
0,2789,-1,"Wooden Fence",33,212
1,2790,-1,"Safe Gambling",16,138
0,2791,-1,"Government Help",93,239
1,2792,-1,"Tree Insertions",65,247
0,2793,-1,"Sum of Tribonacci Numbers ",278,745
1,2794,-1,"Match",42,274
0,2795,-1,"Billboard",14628,36978
1,2796,-1,"Coin Piles",96,250
0,2797,-1,"Doors And Preguins",17,150
1,2798,-1,"Cai In",44,304
0,2799,-1,"Chess",7,179
1,2801,-1,"Clocks",0,247
0,2802,-1,"F(N)",2144,6103
1,2803,-1,"The MAX",1306,2886
0,2804,-1,"Queens",247,780
1,2805,-1,"Aligning Two Shapes",0,77
0,2806,-1,"Selecting Problems",155,908
1,2807,-1,"The Shortest Path",1366,3976
0,2808,-1,"Islands",29,426
1,2809,-1,"God of War",729,1879
0,2810,-1,"Hyperspace",63,581
1,2811,-1,"Deputy General",149,451
0,2812,-1,"74LS00",394,889
1,2813,-1,"One fihgt one",1128,3437
0,2814,-1,"Interesting Fibonacci",398,1503
1,2815,-1,"Mod Tree",2027,8678
0,2816,-1,"I Love You Too",1376,2351
1,2817,-1,"A sequence of numbers",3480,11538
0,2818,-1,"Building Block",2489,8071
1,2819,-1,"Swap",3077,8028
0,2820,-1,"Permutaion",94,264
1,2821,-1,"Pusher",760,2029
0,2822,-1,"Dogs",1371,3619
1,2823,-1,"The widest road",392,1821
0,2824,-1,"The Euler function",5709,14748
1,2825,-1,"Wireless Password",3319,10093
0,2826,-1,"The troubles of lmy",293,857
1,2827,-1,"The Evaluation of Determinant",438,1414
0,2828,-1,"Lamp",476,1415
1,2829,-1,"Lawrence",3116,6671
0,2830,-1,"Matrix Swapping II",1666,2530
1,2831,-1,"Plants VS Zombies",355,816
0,2832,-1,"Snail’s trouble",544,1056
1,2833,-1,"WuKong",969,2616
0,2834,-1,"Girl Friend II",60,223
1,2835,-1,"Operating system",302,915
0,2836,-1,"Traversal",613,1620
1,2837,-1,"Calculation",1294,5398
0,2838,-1,"Cow Sorting",1986,5395
1,2839,-1,"Game",4,118
0,2840,-1," Self-Replicating Numbers",92,246
1,2841,-1," Visible Trees",2525,5495
0,2842,-1,"Chinese Rings",1333,2409
1,2843,-1,"I Will Win",286,498
0,2844,-1,"Coins",11330,30532
1,2845,-1,"Beans",3160,7587
0,2846,-1,"Repository",2958,9941
1,2847,-1,"Binary String",311,916
0,2848,-1,"Number Cutting Game",251,634
1,2849,-1,"For Kisses",28,301
0,2850,-1,"Load Balancing",485,1200
1,2851,-1,"Lode Runner",504,1034
0,2852,-1,"KiKi's K-Number",2687,6119
1,2853,-1,"Assignment",1082,2007
0,2854,-1,"Central Meridian Number",517,816
1,2855,-1,"Fibonacci Check-up",1119,2072
0,2856,-1," Find Its Place",104,1210
1,2857,-1,"Mirror and Light ",596,1370
0,2858,-1,"Oil on the Mars",85,463
1,2859,-1,"Phalanx",2908,6154
0,2860,-1,"Regroup",562,2204
1,2861,-1,"Stools",327,776
0,2862,-1,"The Crazy O2jamer",30,113
1,2863,-1,"Top Shooter",219,618
0,2864,-1," “Base B”",172,351
1,2865,-1,"Birthday Toy",586,1062
0,2866,-1,"Special Prime",660,1335
1,2867,-1,"Continuous Digit",21,154
0,2868,-1,"Neighbor Friend",159,406
1,2869,-1,"Paper Cutting Game",211,431
0,2870,-1,"Largest Submatrix",1600,3439
1,2871,-1,"Memory Control",2078,8673
0,2872,-1,"Another Snake",144,472
1,2873,-1,"Bomb Game",507,1015
0,2874,-1,"Connections between cities",5041,22343
1,2875,-1,"DNA Sequence",17,186
0,2876,-1,"Ellipse, again and again",309,742
1,2877,-1,"Florid Banner",88,563
0,2878,-1,"Great World of Goo",81,221
1,2879,-1,"HeHe",621,1877
0,2880,-1,"Ingredient",26,233
1,2881,-1,"Jack's struggle",630,1771
0,2882,-1,"The k-th String sequence",44,234
1,2883,-1,"kebab",1285,2823
0,2884,-1,"Orefield Design",44,235
1,2885,-1,"Drr1 Numbers",55,161
0,2886,-1,"Lou 1 Zhuang",187,432
1,2887,-1,"Watering Hole",212,943
0,2888,-1,"Check Corners",1649,5026
1,2889,-1,"Without Zero",240,554
0,2890,-1,"Longest Repeated subsequence",237,1104
1,2891,-1,"addHP",160,549
0,2892,-1,"area",603,1666
1,2893,-1,"cube",84,606
0,2894,-1,"DeBruijin",765,1362
1,2895,-1,"Edit distance ",383,894
0,2896,-1,"病毒侵袭",11168,52316
1,2897,-1,"邂逅明下",3974,8632
0,2898,-1,"旋转",318,461
1,2899,-1,"Strange fuction",11691,18112
1,2901,-1,"Message",149,514
0,2902,-1,"The skatepark's new ramps",8,95
1,2903,-1,"Road",4,149
0,2904,-1,"Warfare",144,378
1,2905,-1,"Blackjack",73,277
0,2906,-1,"Robintron",62,139
1,2907,-1,"Diamond Dealer",328,944
0,2908,-1,"Grey Area",250,461
1,2909,-1,"Expected Allowance",142,326
0,2910,-1,"Stopped Watches",77,193
1,2911,-1,"Digits on the Floor",19,188
0,2912,-1,"Spherical Mirrors",114,243
1,2913,-1,"Traveling Cube",128,252
0,2914,-1,"Search of Concatenated Strings",59,345
1,2915,-1,"Top Spinning",21,123
0,2916,-1,"Common Polynomial",30,133
1,2917,-1,"Zigzag",30,155
0,2918,-1,"Tobo or not Tobo",717,1689
1,2919,-1,"Adding Sevens",349,861
0,2920,-1,"Match Maker",106,391
1,2921,-1,"Adding up Triangles",104,364
0,2922,-1,"Relax! It’s just a game",559,1094
1,2923,-1,"Einbahnstrasse",1970,6187
0,2924,-1,"Think I’ll Buy Me a Football Team",299,526
1,2925,-1,"Musical Chairs",1109,2065
0,2926,-1,"I Speak Whales",162,665
1,2927,-1,"A Day at the Races",107,595
0,2928,-1,"A Rod in a Path",0,157
1,2929,-1,"Bigger is Better",338,1368
0,2930,-1,"Collapse!!",0,116
1,2931,-1,"Digit Puzzle",77,224
0,2932,-1,"Extraordinarily Tired Students",260,394
1,2933,-1,"Fairies' Defence",4,213
0,2934,-1,"Gargoyle",26,306
1,2935,-1,"Hidden Music Score",75,220
0,2936,-1,"Iceman",34,160
1,2937,-1,"Overlapping Squares",68,198
0,2938,-1,"A poor officer",24,255
1,2939,-1,"Campus Recruit",52,220
0,2940,-1,"Hex Factorial",343,847
1,2941,-1,"Motif Finding",11,110
0,2942,-1,"Pairs",415,818
1,2943,-1,"Special Robot",30,148
0,2944,-1,"Find the Perimeter",6,127
1,2945,-1,"Wires",31,190
0,2946,-1,"Letter Cookies",403,1084
1,2947,-1,"Bicycle Puzzle",92,320
0,2948,-1,"Geometry Darts",309,1087
1,2949,-1,"Box Betting",131,453
0,2950,-1,"Communication Channels ",307,471
1,2951,-1,"Train Tickets",12,105
0,2952,-1,"Counting Sheep ",3481,5601
1,2953,-1,"Rubiks Cube",68,410
0,2954,-1,"Marble Madness",402,663
1,2955,-1,"Robberies",15296,42952
0,2956,-1,"Robot Encryption",35,216
1,2957,-1,"Combination Lock",154,429
0,2959,-1,"Close Enough Computations",220,470
1,2960,-1,"Walk in the Park",57,289
0,2961,-1,"Dance",113,354
1,2962,-1,"Trucking",1390,12511
0,2963,-1,"When",3,134
1,2964,-1,"Prime Bases",629,1194
0,2965,-1,"Business Cards",325,1201
1,2966,-1,"In case of failure",1473,3411
0,2967,-1,"Morphing is fun",56,187
1,2968,-1,"Museum",0,140
0,2969,-1,"Skyscrapers",291,1056
1,2970,-1,"Suffix reconstruction",237,426
0,2971,-1,"Tower",799,3317
1,2972,-1,"Two professors",90,463
0,2973,-1,"YAPTCHA",1290,2511
1,2974,-1,"Counting heaps",153,711
0,2975,-1,"Find a Minor",3,191
1,2976,-1,"Bricks",26,295
0,2977,-1,"Color Squares",233,592
1,2978,-1,"Difficult Melody",87,259
0,2979,-1,"Expensive Drink",98,357
1,2980,-1,"Rotating a Frame",54,174
0,2981,-1,"Shoot Your Gun!",6,89
1,2982,-1,"Help Little Laura",97,305
0,2983,-1,"Integer Transmission",73,262
1,2984,-1,"Jewel Trading",144,543
0,2985,-1,"Another lottery ",202,508
1,2986,-1,"Ballot evaluation",204,656
0,2987,-1,"Cyclic antimonotonic permutations  ",11,308
1,2988,-1,"Dark roads",785,1883
0,2989,-1,"Elias gamma coding ",80,163
1,2990,-1,"Food portion size ",56,215
0,2991,-1,"Generate random numbers ",199,411
1,2992,-1,"Hotel booking ",292,823
0,2993,-1,"MAX Average Problem",2140,12839
1,2994,-1,"Ant on the graph",57,209
0,2995,-1,"Another Panda's Birthday Present",0,197
1,2996,-1,"Pagination",18,145
0,2997,-1,"Chromatron",4,121
1,2998,-1,"Binary Search Tree",0,120
0,2999,-1,"Stone Game, Why are you always there?",599,1749
1,3001,-1,"Travelling",4562,14317
0,3002,-1,"King of Destruction",688,1633
1,3003,-1,"Pupu",1013,2456
0,3004,-1,"The Chess",182,797
1,3005,-1,"The Different World",46,311
0,3006,-1,"The Number of set",1127,1858
1,3007,-1,"Buried memory",2855,5368
0,3008,-1,"Warcraft",1204,2216
1,3009,-1,"Go Fishing",43,293
0,3010,-1,"N Knight",180,544
1,3011,-1,"Cut Pyramid",169,435
0,3012,-1,"Travel around the world",19,249
1,3013,-1,"Tetris",79,370
0,3014,-1,"Counting Problem",49,472
1,3015,-1,"Disharmony Trees",819,1600
0,3016,-1,"Man Down",1199,3323
1,3017,-1,"Treasure Division",180,788
0,3018,-1,"Ant Trip",2380,6114
1,3019,-1,"Tracing Fairy",8,146
0,3020,-1," FunnyXEN",43,249
1,3021,-1,"Tree Fence",35,234
0,3022,-1,"Sum of Digits",248,880
1,3023,-1,"Dirt",266,1216
0,3024,-1,"Repairman",113,281
1,3025,-1," Two Mirrors",0,109
0,3026,-1," Chinese Chess",139,936
1,3027,-1,"Network",3,163
0,3028,-1,"Robot",90,295
1,3029,-1,"Scales",361,797
0,3030,-1," Increasing Speed Limits",484,959
1,3031,-1,"To Be Or Not To Be",329,746
0,3032,-1,"Nim or not Nim?",2279,4379
1,3033,-1,"I love sneakers!",3604,9112
0,3034,-1,"Board Game",156,727
1,3035,-1,"War",508,1659
0,3036,-1," Escape",211,793
1,3037,-1,"Saving Beans",4193,10723
0,3038,-1,"How Many Answers Are Wrong",10787,33032
1,3039,-1,"A high-dimensional problem",94,441
0,3040,-1,"Happy Girls",330,1912
1,3041,-1,"Bee",24,307
0,3042,-1,"Josephus Again",53,330
1,3043,-1," Number game",36,297
0,3044,-1," Dog and dog",122,440
1,3045,-1,"Picnic Cows",1629,5099
0,3046,-1,"Pleasant sheep and big big wolf",1444,3535
1,3047,-1,"Zjnu Stadium",2979,8064
0,3048,-1,"XX’s puzzle",13,161
1,3049,-1,"Data Processing",528,1533
0,3050,-1,"Cat Jim",37,219
1,3051,-1,"Peaceful Negotiation",22,131
0,3052,-1,"Vim",117,731
1,3053,-1,"Group Travel",265,681
0,3054,-1,"Fibonacci",169,456
1,3055,-1,"Mine",13,161
0,3056,-1,"Stock",82,319
1,3057,-1,"Core",14,138
0,3058,-1,"Generator",153,750
1,3059,-1,"Count Cross",43,227
0,3060,-1,"Area2",560,1921
1,3061,-1,"Battle",825,1803
0,3062,-1,"Party",3962,13506
1,3063,-1,"Play game",244,593
0,3064,-1,"twoNumber",235,1296
1,3065,-1,"病毒侵袭持续中",8399,27469
0,3066,-1,"火拼双扣",11,121
1,3067,-1,"小t的游戏",317,558
0,3068,-1,"最长回文",16829,45944
1,3069,-1,"Arrest",378,827
0,3070,-1,"Counting spanning trees",90,322
1,3071,-1,"Gcd & Lcm game",314,1305
0,3072,-1,"Intelligence System",1906,4345
1,3073,-1,"Mars Life Tree",11,130
0,3074,-1,"Multiply game",1597,4717
1,3075,-1,"Mystery ET",41,248
0,3076,-1,"ssworld VS DDD",873,3860
1,3077,-1,"Recursive Ants",10,139
0,3078,-1,"Network",1322,3033
1,3079,-1,"Vowel Counting",2489,3656
0,3080,-1,"The plan of city rebuild",366,1023
1,3081,-1,"Marriage Match II",2133,6694
0,3082,-1,"Simplify The Circuit",559,1288
1,3083,-1,"The Mystery of Triangle ",81,247
0,3084,-1,"Tnine",13,140
1,3085,-1,"Nightmare Ⅱ",2436,7955
0,3086,-1,"Need for Speed",308,938
1,3087,-1,"Aqua Splash",87,428
0,3088,-1,"WORM",196,360
1,3089,-1,"Josephus again",357,1222
0,3090,-1,"Go Home",314,734
1,3091,-1,"Necklace",536,1490
0,3092,-1,"Least common multiple",810,2194
1,3093,-1,"Parliament Seat",2,127
0,3094,-1,"A tree game",647,1107
1,3095,-1,"Eleven puzzle",205,718
0,3096,-1,"Life Game",50,211
1,3097,-1,"The Partition of A Graph",118,313
0,3098,-1,"Round Table Banquet",8,175
1,3099,-1,"Defense of the Ancients",0,80
1,3101,-1,"The Heart of the Country",135,448
0,3102,-1,"Lawrence of Arabia",296,616
1,3103,-1,"Shoring Up the Levees",229,679
0,3104,-1,"Combination Lock ",231,357
1,3105,-1,"Fred's Lotto Tickets",763,1187
0,3106,-1,"A No-Win Situation",74,301
1,3107,-1,"A Walk in the Park ",73,320
0,3108,-1,"Teleport Out! ",30,200
1,3109,-1,"Worms ",106,285
0,3110,-1,"Crystal Ball Factory",84,248
1,3111,-1,"Sudoku",458,711
0,3112,-1,"Planet Alignment",23,185
1,3113,-1,"Sum of Cubes",346,1406
0,3114,-1,"Bold ASCII Lines",65,201
1,3115,-1,"Cover the Square",34,449
0,3116,-1,"Bus Schedules",11,135
1,3117,-1,"Fibonacci Numbers",1766,4213
0,3118,-1,"Arbiter",827,1702
1,3119,-1,"ChaeYeon",137,453
0,3120,-1,"Dolphin",229,790
1,3121,-1,"FreeOpen",133,636
0,3122,-1,"FreeRadiant",47,264
1,3123,-1,"GCC",1964,5931
0,3124,-1,"Moonmist",845,2345
1,3125,-1,"Slash",618,1105
0,3126,-1,"Nova",320,1578
1,3127,-1,"WHUgirls",1307,3220
0,3128,-1,"What is the air speed velocity…",140,216
1,3129,-1,"The Brave Sir Robin’s cAsE  cOrReCtOr",136,324
0,3130,-1,"Sir Bedavere’s Bogus Division Solutions",150,292
1,3131,-1,"One…Two…Five!",123,301
0,3132,-1,"Taunt Exposure Estimation",115,189
1,3133,-1,"Ye Holy Hand Grenades!",7,126
0,3134,-1,"Nested Shrubbery Boxes",100,219
1,3135,-1,"And Now For Something Completely Different!",3,146
0,3136,-1,"Taunt Generation Simulator",0,77
1,3137,-1,"No Left Turns",167,326
0,3138,-1,"Coconuts",136,312
1,3139,-1,"Soda Surpler",532,901
0,3140,-1,"Money Matters",140,507
1,3141,-1,"Allergy Test",71,361
0,3142,-1,"Rain Fall",59,376
1,3143,-1,"Speedy Escape",226,649
0,3144,-1,"Gokigen Naname",40,251
1,3145,-1,"Flight Planning",65,299
0,3146,-1,"Beacons",87,491
1,3147,-1,"Playfair Cipher",112,335
0,3148,-1,"Code Permutations",16,210
1,3149,-1,"Tetrahedral Stacks of Cannonballs",10,422
0,3150,-1,"Robot Roll Call – Cambot…Servo…Gypsy…Croooow",135,280
1,3151,-1,"Cave Crisis",48,236
0,3152,-1,"Obstacle Course",426,680
1,3153,-1,"Pencils from the 19th Century",122,216
0,3154,-1,"Optimal Strategy for the ICPC",77,266
1,3155,-1,"Symbolic Logic Mechanization",45,120
0,3156,-1,"Repair Depots",207,739
1,3157,-1,"Crazy Circuits",669,1351
0,3158,-1,"PropBot",154,321
1,3159,-1,"\"Ancient\" Calculator",94,299
0,3160,-1,"Rooks",228,611
1,3161,-1,"Pipes",28,192
0,3162,-1,"Cantor",180,672
